id,text,author"id06588","Having cast her fate upon a die, and feeling secure of winning, she, whom I have named as bearing the stamp of queen of nations on her noble brow, now rose superior to humanity, and seemed in calm power, to arrest with her finger, the wheel of destiny.","MWS"
"id19318","He also gave me the list of books which I had requested, and I took my leave.","MWS"
"id13178","It grew fast and big from the same reason that Wilbur grew fast and big but it beat him because it had a greater share of the outsideness in it.","HPL"
"id16407","Any scrap will answer, because you must depend upon your own ingenuity to make it fit into your article.","EAP"
"id06234","Somehaow or other, though, he never would let him see one of the reg'lar things from right aout o' the water.","HPL"
"id18256","If pride guided you, or even reason, you might well reject me.","MWS"
"id12744","They had hanged four kinsmen of mine for witchcraft in , but I did not know just where.","HPL"
"id19390","Some o' these here critters looks like monkeys, or half monkeys an' half men, but I never heerd o' nothing like this un.""","HPL"
"id06732","These are not only manifold but multiform, and lie frequently among recesses of thought altogether inaccessible to the ordinary understanding.","EAP"
"id01373","The order I had received, was to make an observation of the direction which a detachment of the enemy might have taken, from a northern tumulus; the whole Turkish army, followed by the Greek, had poured eastward; none but the dead remained in the direction of my side.","MWS"
"id14679","It remained unvisited till , when the continued absence of lights was noticed by the squatters.","HPL"
"id14911","A servant in Geneva does not mean the same thing as a servant in France and England.","MWS"
"id13710","Dog Street"" By the thirty first day of the month, this advertisement has brought to the office of Messrs. Bogs, Hogs, Logs, Frogs, and Company, some fifteen or twenty young gentlemen piously inclined.","EAP"
"id21800","I will be brief for there is in all this a horror that will not bear many words, and I sink almost a second time to death while I recall these sad scenes to my memory.","MWS"
"id13894","And what damnable expressiveness Pickman sometimes gave the sightless faces of this charnel booty Occasionally the things were shewn leaping through open windows at night, or squatting on the chests of sleepers, worrying at their throats.","HPL"
"id12335","I followed the gaze of one very fat and ugly frog, and saw the second of the things which drove my senses away.","HPL"
"id12849","It is only within the last century, Pundit tells me, that the binary relation existing between these two orbs began even to be suspected.","EAP"
"id18797","And a brute beast whose fellow I had contemptuously destroyed a brute beast to work out for me for me a man, fashioned in the image of the High God so much of insufferable wo Alas neither by day nor by night knew I the blessing of Rest any more During the former the creature left me no moment alone; and, in the latter, I started, hourly, from dreams of unutterable fear, to find the hot breath of the thing upon my face, and its vast weight an incarnate Night Mare that I had no power to shake off incumbent eternally upon my heart Beneath the pressure of torments such as these, the feeble remnant of the good within me succumbed.","EAP"
"id19599","I have said that I was alarmed, yet to my soul nothing was more deadly than the material daylight world of New York, and whether this man were a harmless eccentric or a wielder of dangerous arts I had no choice save to follow him and slake my sense of wonder on whatever he might have to offer.","HPL"
"id26857","I knew that I ought to hasten my descent towards the valley, as I should soon be encompassed in darkness; but my heart was heavy, and my steps slow.","MWS"
"id22266","It follows that the game of chess, in its effects upon mental character, is greatly misunderstood.","EAP"
"id03196","In the mean time, Raymond had remained with Adrian and Idris.","MWS"
"id05578","I had encountered it in my genealogical work, but not in any record since the Revolution.","HPL"
"id01432","I gave to each heroine of whom I read, her beauty and matchless excellences such was Antigone, when she guided the blind Oedipus to the grove of the Eumenides, and discharged the funeral rites of Polynices; such was Miranda in the unvisited cave of Prospero; such Haidee, on the sands of the Ionian island.","MWS"
"id24339","He seemed incapable of conceiving of the full extent of the power that selfishness vice possesses in the world: when I knew him, although he had suffered disappointment in his dearest hopes, he had not experienced any that arose from the meaness and self love of men: his station was too high to allow of his suffering through their hardheartedness; and too low for him to have experienced ingratitude and encroaching selfishness: it is one of the blessings of a moderate fortune, that by preventing the possessor from confering pecuniary favours it prevents him also from diving into the arcana of human weakness or malice To bestow on your fellow men is a Godlike attribute So indeed it is and as such not one fit for mortality; the giver like Adam and Prometheus, must pay the penalty of rising above his nature by being the martyr to his own excellence.","MWS"
"id00567","The very danger drew them closer.","MWS"
"id05413","We had many pitched battles, during which no word was spoken, hardly a look was interchanged, but in which each resolved not to submit to the other.","MWS"
"id06493","These simple people were quick to imagine they had seen any odd thing they had heard about.","HPL"
"id08398","From between them, upon every proper occasion, issued a voice of surpassing clearness, melody, and strength.","EAP"
"id07290","I forced the last stone into its position; I plastered it up.","EAP"
"id08482","Remember me with affection, should you never hear from me again.","MWS"
"id17358","It was the painted figure of Time as he is commonly represented, save that, in lieu of a scythe, he held what, at a casual glance, I supposed to be the pictured image of a huge pendulum such as we see on antique clocks.","EAP"
"id14589","Then his fevered, abnormal hearing caught the distant, windborne notes.","HPL"
"id25120","The only alteration in the MS.","EAP"
"id14938","First he was to visit Evadne, and then to hasten to the palace of the Protectorate.","MWS"
"id05637","""You will never hear from me again: receive these then as the last words of mine that will ever reach you; and although I have forfeited your filial love, yet regard them I conjure you as a father's command.","MWS"
"id26741","The rays of the newly risen sun poured in upon the whole, through windows, formed each of a single pane of crimson tinted glass.","EAP"
"id26091","I raised his rigid limbs, I marked the distortion of his face, and the stony eyes lost to perception.","MWS"
"id04571","Had the lover been interrupted in his first villany by the necessity of departure to sea, and had he seized the first moment of his return to renew the base designs not yet altogether accomplished or not yet altogether accomplished by him?","EAP"
"id12446","The door of the cathedral stood invitingly open.","EAP"
"id14538","CHAPTER IV Among our most assiduous visitors was a young man of rank, well informed, and agreable in his person.","MWS"
"id16983","I bent over the body, and took in my hand the edge of his cloak, less altered in appearance than the human frame it clothed.","MWS"
"id21150","We found it without much difficulty, when, dismissing her, I proceeded to examine the place.","EAP"
"id25216","She slept; and quiet prevailed in the Castle, whose inhabitants were hushed to repose.","MWS"
"id24700","I told them of my dream, but they were not interested till I spoke of the weird sounds I thought I had heard.","HPL"
"id16669","Just as the day dawns to the friendless and houseless beggar who roams the streets throughout the long desolate winter night just so tardily just so wearily just so cheerily came back the light of the Soul to me.","EAP"
"id02191","This would look erudite and and and frank.","EAP"
"id21865","His pleas, however, were wholly in vain; for the decision of Dr. Halsey was inflexible, and the other professors all endorsed the verdict of their leader.","HPL"
"id04783","Indeed, it never was rented after a series of deaths culminating in , which the excitement of the war tended to throw into obscurity.","HPL"
"id27272","""It is a strange link in my fate that without having seen you I should passionately love you.","MWS"
"id02213","The wind, prince of air, raged through his kingdom, lashing the sea into fury, and subduing the rebel earth into some sort of obedience.","MWS"
"id26818","Against all attacks upon his purse he made the most sturdy defence; but the amount extorted from him, at last, was generally in direct ratio with the length of the siege and the stubbornness of the resistance.","EAP"
"id09324","It can, though, do a lot of harm; so we mustn't hesitate to rid the community of it.","HPL"
"id02379","I am already far north of London, and as I walk in the streets of Petersburgh, I feel a cold northern breeze play upon my cheeks, which braces my nerves and fills me with delight.","MWS"
"id27239","The items of evidence and information thus collected by myself, from the newspapers, at the suggestion of Dupin, embraced only one more point but this was a point of seemingly vast consequence.","EAP"
"id27649","""It may appear strange, but now, when we were in the very jaws of the gulf, I felt more composed than when we were only approaching it.","EAP"
"id05960","""Raymond has prophesied well,"" said Perdita, ""alas, that it should be so our present mode of life cannot continue long, yet I will not be the first to propose alteration.","MWS"
"id11228","Terrified at the sight of so dangerous a weapon in the possession of an animal so ferocious, and so well able to use it, the man, for some moments, was at a loss what to do.","EAP"
"id20882","I think he was then approaching forty years of age, for there were deep lines in the face, wan and hollow cheeked, but oval and actually beautiful; and touches of grey in the thick, waving hair and small full beard which had once been of the deepest raven black.","HPL"
"id20016","Could I resist its glow?","EAP"
"id05364","Many of the foreigners were utterly destitute; and their increasing numbers at length forbade a recourse to the usual modes of relief.","MWS"
"id16480","As it dangled among the cordage of the bell, I fancied it alive.","EAP"
"id21503","""'But,' says L'Etoile, 'if the body had been kept in its mangled state on shore until Tuesday night, some trace would be found on shore of the murderers.'","EAP"
"id08322","The ball had entered my shoulder, and I knew not whether it had remained there or passed through; at any rate I had no means of extracting it.","MWS"
"id18318","The utter inutility that had attended all my exertions took from them their usual effects of exhilaration, and despair rendered abortive the balm of self applause I longed to return to my old occupations, but of what use were they?","MWS"
"id00403","We accordingly lay to, hoping that some change would take place in the atmosphere and weather.","MWS"
"id07968","I lived with a farmer whose house was built higher up among the hills: a dark crag rose behind it, and, exposed to the north, the snow lay in its crevices the summer through.","MWS"
"id21821","But although St. Stephen's did not echo with the voice which filled each heart, the newspapers teemed with nothing else; and in private companies the conversation however remotely begun, soon verged towards this central point, while voices were lowered and chairs drawn closer.","MWS"
"id21673","He seemed to receive Hermann's amicable letter as a matter of course, and after a few words of general conversation, went to an inner room and brought out the everlasting treatise ""Duelli Lex scripta, et non; aliterque.""","EAP"
"id16430","Then one night the red and fattened Romnod snorted heavily amidst the poppied silks of his banquet couch and died writhing, whilst Iranon, pale and slender, sang to himself in a far corner.","HPL"
"id26698","To the north on the craggy precipice a few paces from the verge up sprang the magnificent trunks of numerous hickories, black walnuts, and chestnuts, interspersed with occasional oak, and the strong lateral branches thrown out by the walnuts especially, spread far over the edge of the cliff.","EAP"
"id25419","He turned on hearing a noise, and perceiving me, shrieked loudly, and quitting the hut, ran across the fields with a speed of which his debilitated form hardly appeared capable.","MWS"
"id14284","I'd rudder not go fer trubble dat bug you mus git him for your own self.""","EAP"
"id01043","I held the lantern motionless.","EAP"
"id14615","For one hour at least we had maintained a profound silence; while each, to any casual observer, might have seemed intently and exclusively occupied with the curling eddies of smoke that oppressed the atmosphere of the chamber.","EAP"
"id06629","It is obvious that here the victory can be decided the players being at all equal only by some recherché movement, the result of some strong exertion of the intellect.","EAP"
"id22461","All were pointing to a certain passage, and every face seemed so distorted with epileptic and reverberant laughter that I almost thought I heard the fiendish echoes.","HPL"
"id26112","There it still stood on the night I dug in Jan Martense's grave.","HPL"
"id20997","The door marked I, it will be remembered, is still open.","EAP"
"id26136","I could read the influence of my friend in their quickened motions and cheerful faces.","MWS"
"id16547","She would sit apart from us and watch him; she would weep for joy to think that he was hers.","MWS"
"id09812","He bows, with his hand upon his heart, and most respectfully bids her adieu.","EAP"
"id01959","And why should I describe a sorrow which all have felt, and must feel?","MWS"
"id22974","I grant you that in Fum Fudge the greatness of a lion is in proportion to the size of his proboscis but, good heavens there is no competing with a lion who has no proboscis at all.""","EAP"
"id17006","You can blast my other passions, but revenge remains revenge, henceforth dearer than light or food I may die, but first you, my tyrant and tormentor, shall curse the sun that gazes on your misery.","MWS"
"id11993","His sole garments were a stock of nine inches in height, and a nearly new drab overcoat which had formerly been in the service of the tall, stately, and illustrious Dr. Moneypenny.","EAP"
"id27814","He lived with one manservant in a Georgian homestead with knocker and iron railed steps, balanced eerily on a steep ascent of North Court Street beside the ancient brick court and colony house where his grandfather a cousin of that celebrated privateersman, Capt.","HPL"
"id23705","I thought of huge rats and shuddered.","HPL"
"id16703","At a wave of my hand my deliverers hurried tumultuously away.","EAP"
"id11111","Throughout the siege of Rome he served bravely in the army of the defenders, and afterward followed the eagles of Belisarius to Alba, Porto, and Centumcellae.","HPL"
"id00818","Saw Snap at the Exchange, and went up and trod on his toe.","EAP"
"id09056","I took it for granted, therefore, that the earth still held them; and you will scarcely be surprised when I tell you that I felt a hope, nearly amounting to certainty, that the parchment so strangely found, involved a lost record of the place of deposit.""","EAP"
"id04329","Pardon me, gentle reader, this is not futile vanity; not futile, since to know that Adrian felt thus, brings joy even now to my lone heart.","MWS"
"id10318","Many of them were very old, and as time keepers valueless; the works having suffered, more or less, from corrosion but all were richly jewelled and in cases of great worth.","EAP"
"id13398","Who ordered your attack?","MWS"
"id14251","Then he took me through a door on the left, lighted an oil lamp, and told me to make myself at home.","HPL"
"id12853","Yet these conceptions were formulated in rustic words wholly inadequate to convey them, a circumstance which drove me to the conclusion that if a true dream world indeed existed, oral language was not its medium for the transmission of thought.","HPL"
"id27171","The rattling continued, growing somewhat louder.","HPL"
"id18955","It was also possible that the inhabitants of a given dimensional realm could survive entry to many unknown and incomprehensible realms of additional or indefinitely multiplied dimensions be they within or outside the given space time continuum and that the converse would be likewise true.","HPL"
"id04421","I was up in the cupalo . . .","HPL"
"id14813","To give to this a better colouring, I had contrived to have assembled a party of some eight or ten, and was solicitously careful that the introduction of cards should appear accidental, and originate in the proposal of my contemplated dupe himself.","EAP"
"id10052","I owe this to Greece, to you, to my surviving Perdita, and to myself, the victim of ambition.""","MWS"
"id15999","Whether he professes to play chess or not, we are not informed.","EAP"
"id15105","Everybody was a listenin', an' we could hear lots o' folks on the wire a gaspin'.","HPL"
"id07024","""In the meantime the breeze that had headed us off fell away, and we were dead becalmed, drifting about in every direction.","EAP"
"id17231","They came from the east and the north, and directed their course without apparent motive, but unanimously towards our unhappy metropolis.","MWS"
"id21180","Fortunately no one was about, though a curious sort of buzz or roar seemed to be increasing in the direction of Town Square.","HPL"
"id06562","Later it developed that he was none other than Lord Northam, of whose ancient hereditary castle on the Yorkshire coast so many odd things were told; but when Williams tried to talk of the castle, and of its reputed Roman origin, he refused to admit that there was anything unusual about it.","HPL"
"id11505","""Butt end ram down my eye"" ""O yes, by the by, my eye here, Pompey, you scamp, screw it in Those Kickapoos are not so very slow at a gouge; but he's a belied man, that Dr. Williams, after all; you can't imagine how well I see with the eyes of his make.""","EAP"
"id13043","In taking leave of me, Mr. B. made a proposition for the purchase of the paper when written; but as he could offer me only fifty guineas a sheet, I thought it better to let our society have it, than sacrifice it for so paltry a sum.","EAP"
"id27230","But the voice was gentle, and of a quaint olden kind, so that Olney did not shudder when a brown hand reached out to help him over the sill and into that low room of black oak wainscots and carved Tudor furnishings.","HPL"
"id08745","There are chords in the hearts of the most reckless which cannot be touched without emotion.","EAP"
"id09364","For weeks, for months, I pondered upon the means of the murder.","EAP"
"id06428","I am burning with anxiety to hear the details of that stupendous event which threw you among us.","EAP"
"id13502","The edge of the whirl was represented by a broad belt of gleaming spray; but no particle of this slipped into the mouth of the terrific funnel, whose interior, as far as the eye could fathom it, was a smooth, shining, and jet black wall of water, inclined to the horizon at an angle of some forty five degrees, speeding dizzily round and round with a swaying and sweltering motion, and sending forth to the winds an appalling voice, half shriek, half roar, such as not even the mighty cataract of Niagara ever lifts up in its agony to Heaven.","EAP"
"id19490","It was better than human material for maintaining life in organless fragments, and that was now my friend's chief activity.","HPL"
"id26657","While my former system was in operation, and my patients were permitted the privilege of roaming to and fro at will, they were often aroused to a dangerous frenzy by injudicious persons who called to inspect the house.","EAP"
"id26954","I was not long in hesitation.","EAP"
"id00400","We all sign the initials of the society after our names, in the fashion of the R. S. A., Royal Society of Arts the S. D. U. K., Society for the Diffusion of Useful Knowledge, c, c.","EAP"
"id25149","One clenched hand contained a slip of paper, on which was written, ""To Athens.""","MWS"
"id16027","But this discovery was so great and overwhelming that all the steps by which I had been progressively led to it were obliterated, and I beheld only the result.","MWS"
"id02012","We are all unhappy; but will not that be an additional motive for you, my son, to return and be our comforter?","MWS"
"id19163","This central orb, however, dynamically, should have been greater than all its surrounding orbs taken together.","EAP"
"id23656","Poor girl she was barely fifteen, and without this consent, her little amount in the funds was not come at able until five immeasurable summers had ""dragged their slow length along.""","EAP"
"id25297","But seated here where I write this in the luxuriously cushioned open piazza of the summit, one can see everything that is going on in all directions.","EAP"
"id03491","These are the words of the Encyclopædia Britannica.","EAP"
"id24938","Trembling, I was unable to continue to look through the glass with which I had watched the motion of the crew, when the frigate's boat had first been launched.","MWS"
"id05982","Let us, for example, imagine the Automaton to play with his right arm.","EAP"
"id08064","One Survivor and Dead Man Found Aboard.","HPL"
"id02460","She would never tell what her father and the boy were doing up there, though once she turned pale and displayed an abnormal degree of fear when a jocose fish peddler tried the locked door leading to the stairway.","HPL"
"id19489","But before his resolution was put to the test, the unexpected intervened.","HPL"
"id09444","He patronized the bagpipes.","EAP"
"id00552","My fancy grew charnel, I talked ""of worms, of tombs, and epitaphs.""","EAP"
"id20811","One thing upon which M. Beauvais strongly insists is, that the clasp on the garter found, had been set back to take it in.","EAP"
"id22375","The following anecdote, at least, is so well authenticated, that we may receive it implicitly.","EAP"
"id17921","Urged by this view, I refused, and I did right in refusing, to create a companion for the first creature.","MWS"
"id06021","""Dvelf"" they replied perfectly satisfied, and dropping their voices.","EAP"
"id13514","Raymond had been exalted by the determination he had made; but with the declining day his spirits declined.","MWS"
"id18482","Poor girl She wept when she quitted our house; she was much altered since the death of my aunt; grief had given softness and a winning mildness to her manners, which had before been remarkable for vivacity.","MWS"
"id25802","A few words, in explanation, will here be necessary for such of our readers as are not conversant with the details of aerostation.","EAP"
"id17522","In the afternoon we all called again to see the patient.","EAP"
"id19531","She replied, ""At Athens; even at the Athens which he loved.","MWS"
"id23480","The leafless trees spread their fibrous branches against the pure sky; their intricate and pervious tracery resembled delicate sea weed; the deer were turning up the snow in search of the hidden grass; the white was made intensely dazzling by the sun, and trunks of the trees, rendered more conspicuous by the loss of preponderating foliage, gathered around like the labyrinthine columns of a vast temple; it was impossible not to receive pleasure from the sight of these things.","MWS"
"id04644","He paused, but I could only nod my head.","HPL"
"id22731","They were that kind the old lattice windows that went out of use before .","HPL"
"id04463","Examined at headquarters after a trip of intense strain and weariness, the prisoners all proved to be men of a very low, mixed blooded, and mentally aberrant type.","HPL"
"id26216","Even had its outlines been unfamiliar we would have desired it, but as we looked more closely we saw that it was not wholly unfamiliar.","HPL"
"id00922","The only one who would talk was a very aged but normal looking man who lived at the poorhouse on the north rim of the town and spent his time walking about or lounging around the fire station.","HPL"
"id25414","What madness now possessed me?","EAP"
"id20908","He felt vaguely glad that all his relatives were distant and out of touch with him, for they could not have understood his mental life.","HPL"
"id18816","The chairs and table were ""to match,"" but the forms of all had evidently been designed by the same brain which planned ""the grounds;"" it is impossible to conceive anything more graceful.","EAP"
"id09087","She was warmly attached to the child who is now dead and acted towards him like a most affectionate mother.","MWS"
"id09576","By what malign fatality were we lured to that terrible Holland churchyard?","HPL"
"id24977","Either the fool could not, or the villain would not perceive me.","EAP"
"id10913","three, four quite right Say to Mrs. Trotter that you met me, and be sure now and do not loiter on the way.""","EAP"
"id17629","When through some unavoidable oversight a cat was missed, and sounds heard after dark, the loser would lament impotently; or console himself by thanking Fate that it was not one of his children who had thus vanished.","HPL"
"id24552","For my part, I cannot conceive upon what data they have founded such an accusation.","EAP"
"id24746","On Wednesday, June , , after a proper notification of Carrington Harris which did not include surmises as to what we expected to find, my uncle and I conveyed to the shunned house two camp chairs and a folding camp cot, together with some scientific mechanism of greater weight and intricacy.","HPL"
"id25050","She paused, weeping, and then continued, ""I thought with horror, my sweet lady, that you should believe your Justine, whom your blessed aunt had so highly honoured, and whom you loved, was a creature capable of a crime which none but the devil himself could have perpetrated.","MWS"
"id06190","On the afternoon of Friday, April th, then, Birch set out for the tomb with horse and wagon to transfer the body of Matthew Fenner.","HPL"
"id05820","Indeed the locality of our retirement had been carefully kept a secret from my own former associates; and it had been many years since Dupin had ceased to know or be known in Paris.","EAP"
"id07475","I, who have so disinterested an affection for you, may increase your miseries tenfold by being an obstacle to your wishes.","MWS"
"id27380","I learned, from the views of social life which it developed, to admire their virtues and to deprecate the vices of mankind.","MWS"
"id11801","Come, come, the worst is past: no more grief, tears or despair; were not those the words you uttered?","MWS"
"id26534","It was then seven o'clock on Saturday evening.","EAP"
"id23999","Finding that no satisfaction was to be obtained of Jupiter, whose whole intellect seemed to be absorbed by ""de bug,"" I now stepped into the boat and made sail.","EAP"
"id27830","I saw clearly the doom which had been prepared for me, and congratulated myself upon the timely accident by which I had escaped.","EAP"
"id19687","They were Donovan, Guerrera, and Ångstrom.","HPL"
"id13005","He was principal of the East High School, born and bred in Boston and sharing New England's self satisfied deafness to the delicate overtones of life.","HPL"
"id16086","What I have described in the Frenchman, was merely the result of an excited, or perhaps of a diseased intelligence.","EAP"
"id21290","I have before said, or should have said, that Wilson was not, in the most remote degree, connected with my family.","EAP"
"id21894","And thus, too, it happened, perhaps, that before the last echoes of the last chime had utterly sunk into silence, there were many individuals in the crowd who had found leisure to become aware of the presence of a masked figure which had arrested the attention of no single individual before.","EAP"
"id04439","H."" The face was such that as I gazed, I might well have been studying my mirror.","HPL"
"id26152","But he regarded me piteously with his large eyes and sighed.","EAP"
"id13370","As to the where, it was Yorktown wherever that was, and as to the what, it was General Cornwallis no doubt some wealthy dealer in corn.","EAP"
"id00929","They ascend into the heavens; they have discovered how the blood circulates, and the nature of the air we breathe.","MWS"
"id17692","But alas the real sleepers were fewer, by many millions, than those who slumbered not at all; and there was a feeble struggling; and there was a general sad unrest; and from out the depths of the countless pits there came a melancholy rustling from the garments of the buried.","EAP"
"id20235","What deep and sacred emotions are excited in a father's bosom, when he first becomes convinced that his love for his child is not a mere instinct, but worthily bestowed, and that others, less akin, participate his approbation It was supreme happiness to Idris and myself, to find that the frankness which Alfred's open brow indicated, the intelligence of his eyes, the tempered sensibility of his tones, were not delusions, but indications of talents and virtues, which would ""grow with his growth, and strengthen with his strength.""","MWS"
"id01000","He is of a well knit and compact frame of body, neither robust nor remarkably otherwise.","EAP"
"id19419","Our conversation was now long, earnest, uninterrupted, and totally unreserved.","EAP"
"id24869","Whatever may be said against the abuses of the artificial landscape gardening, a mixture of pure art in a garden scene, adds to it a great beauty.","EAP"
"id10428","As he went on I felt as if my soul were grappling with a palpable enemy; one by one the various keys were touched which formed the mechanism of my being; chord after chord was sounded, and soon my mind was filled with one thought, one conception, one purpose.","MWS"
"id05113","Oh believe me, if you beheld on lips pale with grief one smile of joy and gratitude, and knew that you were parent of that smile, and that without you it had never been, you would feel so pure and warm a happiness that you would wish to live for ever again and again to enjoy the same pleasure.","MWS"
"id17212","Now, you dog, slip on my shoulders and bosom Pettitt makes the best shoulders, but for a bosom you will have to go to Ducrow.""","EAP"
"id17442","Schlumberger was suddenly taken ill, and during his illness there was no exhibition of the Chess Player.","EAP"
"id16353","Ugly roots and malignant hanging nooses of Spanish moss beset them, and now and then a pile of dank stones or fragment of a rotting wall intensified by its hint of morbid habitation a depression which every malformed tree and every fungous islet combined to create.","HPL"
"id23155","But there were very few of the terror stricken people who attributed these doings to the agency of human hands.","EAP"
"id22298","It was a simple, rambling thing a naive sailor's effort at a post facto diary and strove to recall day by day that last awful voyage.","HPL"
"id22318","Coincidences, in general, are great stumbling blocks in the way of that class of thinkers who have been educated to know nothing of the theory of probabilities that theory to which the most glorious objects of human research are indebted for the most glorious of illustration.","EAP"
"id25157","Thou holdest the keys of the frost, and canst first chain and then set free the streams; under thy gentle governance the buds and leaves are born, they flourish nursed by thee.","MWS"
"id04712","""And, all at once, the moon arose through the thin ghastly mist, and was crimson in color.","EAP"
"id20788","""Are you better now, sir?"" said she.","MWS"
"id10482","Whenever it fell upon me, my blood ran cold; and so by degrees very gradually I made up my mind to take the life of the old man, and thus rid myself of the eye forever.","EAP"
"id15702","""A few months ago,"" he continued, ""I was thought to be dying; but life was strong within me.","MWS"
"id08276","Yet this small interval was to save us: the sea was to rise a wall of adamant without, disease and misery within, a shelter from evil, a nook of the garden of paradise a particle of celestial soil, which no evil could invade truly we were wise in our generation, to imagine all these things But we are awake now.","MWS"
"id20887","After an hour his furtive taciturnity shewed signs of disappearing, but much to my disappointment he still sidetracked my questions about Innsmouth and its shadow haunted past.","HPL"
"id11973","As the stronger party, however, we overruled their fears, and kept resolutely upon our course.","EAP"
"id18889","Suddenly one of the choristers died he was lifted from his desk, the vaults below were hastily opened he was consigned with a few muttered prayers to the darksome cavern, abode of thousands who had gone before now wide yawning to receive even all who fulfilled the funeral rites.","MWS"
"id18447","She had just awakened from an unquiet slumber, and I had been watching, with feelings half of anxiety, half of vague terror, the workings of her emaciated countenance.","EAP"
"id12203","Let them prosecute and persecute above ground things went on every day that they couldn't reach, and voices laughed at night that they couldn't place ""Why, man, out of ten surviving houses built before and not moved since I'll wager that in eight I can shew you something queer in the cellar.","HPL"
"id16268","This, too, when it was evident that the most egregious and unpardonable of all conceivable tricks, whimsicalities and buffooneries were brought about, if not directly by him, at least plainly through his intermediate agency or connivance.","EAP"
"id20246","When I had ceased to weep reason and memory returned upon me, and I began to reflect with greater calmness on what had happened, and how it became me to act A few hours only had passed but a mighty revolution had taken place with regard to me the natural work of years had been transacted since the morning: my father was as dead to me, and I felt for a moment as if he with white hairs were laid in his coffin and I youth vanished in approaching age, were weeping at his timely dissolution.","MWS"
"id20291","My uncle breathed heavily, his deep inhalations and exhalations accompanied by the rain outside, and punctuated by another nerve racking sound of distant dripping water within for the house was repulsively damp even in dry weather, and in this storm positively swamp like.","HPL"
"id08207","Our vessel was a beautiful ship of about four hundred tons, copper fastened, and built at Bombay of Malabar teak.","EAP"
"id20919","After all, the strangest and maddest of myths are often merely symbols or allegories based upon truth and old Zadok must have seen everything which went on around Innsmouth for the last ninety years.","HPL"
"id07307","I heard the next morning from the steward that upon his arrival he had been in a most terrible state of mind: he had passed the first night in the garden lying on the damp grass; he did not sleep but groaned perpetually.","MWS"
"id08012","In the name of all the vrows and devils in Rotterdam, what could it possibly portend?","EAP"
"id26728","D , at Vienna once, did me an evil turn, which I told him, quite good humoredly, that I should remember.","EAP"
"id06150","Undoubtedly he could still manage to walk away from the pull; so with great resolution he headed against it and dragged himself deliberately north along Garrison Street.","HPL"
"id25944","May the merciful gods, if indeed there be such, guard those hours when no power of the will, or drug that the cunning of man devises, can keep me from the chasm of sleep.","HPL"
"id06422","A dull shock like that of electricity pervaded my frame, and was followed by total loss of the idea of contact.","EAP"
"id08454","The peak of the epidemic was reached in August.","HPL"
"id22760","Presently he realised what he was listening for the hellish chant of the celebrants in the distant black valley.","HPL"
"id11478","""Pardon me,"" he replied, ""if I have offended.","MWS"
"id21199","My father observed with pain the alteration perceptible in my disposition and habits and endeavoured by arguments deduced from the feelings of his serene conscience and guiltless life to inspire me with fortitude and awaken in me the courage to dispel the dark cloud which brooded over me.","MWS"
"id14837","He made her warm offers of service; she was too much occupied by more engrossing thoughts, either to accept or reject them; at length he left her, making a promise to repeat his visit the next day.","MWS"
"id20668","Consider the panic your departure will occasion.","MWS"
"id12491","In charity no one gave more liberally or with a worse grace.","EAP"
"id07821","What I have become since this last moment I know not; perhaps I am changed in mien as the fallen archangel.","MWS"
"id17047","At Bates Street I drew into a yawning vestibule while two shambling figures crossed in front of me, but was soon on my way again and approaching the open space where Eliot Street obliquely crosses Washington at the intersection of South.","HPL"
"id01336","The country in the neighbourhood of this village resembled, to a greater degree, the scenery of Switzerland; but everything is on a lower scale, and the green hills want the crown of distant white Alps which always attend on the piny mountains of my native country.","MWS"
"id21120","I've had 'em pointed out to me here though, come to think of it, the elder children don't seem to be around lately.","HPL"
"id12070","Cast off the only gift that I have bestowed upon you, your grief, and rise from under my blighting influence as no flower so sweet ever did rise from beneath so much evil.","MWS"
"id01319","Von Kempelen, however, is by no means 'a misanthrope,' in appearance, at least, whatever he may be in fact.","EAP"
"id05510","I retired to rest at night; my slumbers, as it were, waited on and ministered to by the assemblance of grand shapes which I had contemplated during the day.","MWS"
"id24521","From fifteen to twenty, not a day passed in which he did not promise to cut me off with a shilling.","EAP"
"id05692","Nothing could be more magnificent.","EAP"
"id11767","Yet untill I find him I must force reason to keep her seat, and I pressed my forehead hard with my hands Oh do not leave me; or I shall forget what I am about instead of driving on as we ought with the speed of lightning they will attend to me, and we shall be too late.","MWS"
"id03977","Obed finally got her married off by a trick to an Arkham feller as didn't suspect nothin'.","HPL"
"id22053","The heart sickened at the variety of misery presented; and, when I saw a specimen of this gloomy change, my soul ached with the fear of what might befall my beloved Idris and my babes.","MWS"
"id13200","He strove to shelter her, as a fair exotic is sheltered by the gardener, from every rougher wind and to surround her with all that could tend to excite pleasurable emotion in her soft and benevolent mind.","MWS"
"id26903","It must have been some imp of the perverse or some sardonic pull from dark, hidden sources which made me change my plans as I did.","HPL"
"id05832","When ""Madame Lalande"" was called upon to sing, the younger lady was intended; and it was she who arose to obey the call; my great, great, grandmother, to further the deception, arising at the same moment and accompanying her to the piano in the main drawing room.","EAP"
"id10182","When we did turn, it was to climb through the deserted length of the oldest and dirtiest alley I ever saw in my life, with crumbling looking gables, broken small paned windows, and archaic chimneys that stood out half disintegrated against the moonlit sky.","HPL"
